Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Failure Type
300.56288210222027,311.4113536933392,1424,49.577583805891386,68,5
300.0968214262392,311.06143876818044,1552,41.177959157019764,168,5
299.56374244225674,310.4132906450725,1494,42.54593382534158,160,5
299.04255047029,308.92164579530566,1441,49.95226168746084,139,5
301.428517673015,311.08471531661297,1526,35.19524705449751,204,5
301.2926065050399,311.8726272182678,1598,37.11279292409145,168,5
298.9536118432103,310.1952132365292,1513,45.242384673492566,147,5
300.72662477676596,311.01730610489784,1412,52.12247397312338,92,5
301.22368979242583,310.17386448676905,1623,31.14598203010589,25,5
300.5405570933758,309.94248838353656,1647,29.876824518070976,173,5
299.6007441591473,309.2825172404111,1451,48.99652725731265,146,5
302.36297471105706,312.3711139306537,1374,53.217076040709586,18,5
300.0402998300774,309.13526235131775,1613,31.71511243627903,81,5
300.8983310306934,311.2491655153467,1481,38.308800773651726,182,5
298.64006568546176,309.75421064518656,1501,45.969012459529004,143,5
302.3101942027929,311.7963939267354,1665,28.8656033126898,179,5
300.42525369619136,311.8393911291406,1436,47.245479837734315,39,5
301.48646861412476,312.0358085767656,1470,42.08250838996978,45,5
302.53705827520264,312.16713228440034,1501,37.61750233038892,50,5
302.1271023015897,311.8635511507948,1494,35.91952330246456,206,5
299.0333018012658,308.6499527018987,1596,33.4221066046413,178,5
299.49998314719323,310.1243120263302,1408,50.18375827683299,104,5
300.9957121658473,310.7861409492626,1409,57.38035979269088,15,5
300.3645316078704,309.429260726821,1672,28.511230264135783,78,5
300.84180030226526,310.78729954660207,1412,55.89950831229509,37,5
301.9927793705532,311.8814404799227,1380,53.762880959845326,44,5
301.2408756002841,310.96911231601376,1429,53.73242757580711,22,5
300.5961335207617,311.4292795501717,1427,50.93648404845431,31,5
300.1370622261273,310.2608381536803,1530,36.84265556531818,185,5
299.26399449254126,308.45599518097356,1619,31.423997934702967,121,5
300.6211226183531,311.3788773816469,1503,40.28877381646857,173,5
302.5785882101081,312.2297089637468,1354,59.74944861550192,170,5
301.4884980866709,310.40336500844813,1608,31.95806079912407,8,5
297.2653344430031,308.380753960914,1404,46.861451205222814,132,5
298.81701976530024,308.06489229463773,1622,31.256382411987605,144,5
300.5583320722731,311.42500378318056,1424,49.49719994349212,67,5
300.24257647386895,310.98220592336185,1585,38.96354143564683,141,5
300.3426901260643,309.3998538603063,1611,31.828508797274125,66,5
300.6223867157753,311.2328398526741,1419,50.628831978697136,78,5
300.96798041890554,310.2068572859304,1680,28.047192167562212,124,5
300.4912735179758,310.7472011596978,1474,40.949230090725514,172,5
300.58739193748426,311.4502593500377,1428,50.74766584966047,31,5
300.8247204400842,311.08106828605474,1408,52.5737140243873,95,5
298.0890037528388,309.4530627971234,1411,46.49608856642695,102,5
301.75963673649056,311.47367306284156,1388,56.42545407938673,14,5
298.52203920179716,308.98141161887025,1552,40.008861731193186,152,5
299.7728856815948,309.6498342573821,1565,35.47118571973421,190,5
298.2496145137864,309.18955609455986,1390,48.221472003146324,106,5
300.7711505151603,311.15912989647705,1483,38.42787628790069,181,5
300.35661327623006,309.74978533700295,1645,29.981935270725675,172,5
302.2766768230931,311.9390091407838,1374,55.77915397113359,13,5
299.8727874133466,311.2225271090344,1534,44.052863347433856,155,5
299.4525684772558,310.29022687442205,1503,43.41937932334088,159,5
300.0742015025673,311.4476369734576,1539,43.79220982020703,157,5
299.3662352792373,309.09714507621464,1448,49.87453345138445,141,5
301.2449270412327,310.19227010240166,1622,31.211109593113598,24,5
301.01129217646894,311.3056460882345,1483,38.08915410131036,184,5
300.34117857869046,310.73815734120654,1411,51.45691892990987,94,5
298.6389947852807,309.7554345311078,1501,45.961822129741655,143,5
300.51570763977395,311.0190866798561,1484,39.4304113607398,176,5
302.69213211391866,312.2979062218654,1362,54.73439103445163,19,5
300.4874694071106,309.64946451224824,1684,27.854987762844225,108,5
300.43581533225404,311.7236200577833,1542,42.99807377210469,163,5
301.9208395215909,311.31217384504544,1673,28.428335808636344,156,5
298.8282639557789,309.94525888095023,1502,44.952954326541835,147,5
300.4454935564235,310.6977825382666,1507,37.61373389105871,183,5
300.50828677548213,311.7362237870404,1540,42.73024452539217,164,5
302.16960715163464,312.00200487611454,1375,54.004009752229045,38,5
297.50664190210176,308.6866477673935,1409,45.34671815089366,138,5
300.0481380739261,311.4185072590939,1539,43.82593896315445,157,5
301.02905610869203,311.164528054346,1393,53.40762890940486,105,5
299.32049252820593,309.0300557080353,1447,50.23742594289975,140,5
302.33931588878784,311.7976064309938,1669,28.595726355515115,171,5
297.1649826054372,308.41577726697346,1397,46.82837588780183,133,5
302.16863758707643,311.8843187935382,1494,35.838760247351445,206,5
302.5129556551104,311.91943348266557,1307,59.54777105245282,166,5
298.9709339279668,308.203765230559,1646,29.958132144066326,142,5
300.18336016914407,310.32642690628745,1526,36.95840042286019,185,5
298.9457037226743,310.18637474887123,1513,45.25261871183331,147,5
298.8055778605638,308.3083667908457,1607,32.58711882206728,173,5
300.6116470074019,311.2650589777942,1420,50.43909713076752,76,5
298.62500534854274,308.03750802281417,1615,31.925019611323513,170,5
299.8261370678138,310.7023938269765,1565,40.407420863627166,161,5
300.0787887995005,309.73158947831865,1459,46.76565226899774,157,5
302.1263023053856,311.6550112565743,1491,37.210589241534024,204,5
299.41459114962595,309.55562265511224,1557,37.391170273815355,180,5
302.58152424534177,311.8904926809008,1525,35.735334858696206,42,5
300.90755249805596,310.51012507393136,1472,42.898088342405664,176,5
299.1913583068317,309.1241619350495,1456,49.67054863158429,140,5
302.63282933831573,312.10447390760896,1501,37.733878693383836,55,5
301.9516524178079,310.99817425856116,1574,33.53078346232762,16,5
300.61848031052074,309.64934960245125,1657,29.290006285596853,62,5
300.70595211560953,311.9382440144512,1447,45.3997035086595,42,5
301.8675573184793,311.4652163426821,1516,35.12207378025345,208,5
299.53481324023545,310.84479126849845,1526,44.490241689107066,152,5
297.2892732396703,308.4780143013356,1399,47.22331614367695,123,5
301.57998035040595,311.21598297035183,1523,35.17000327493234,206,5
300.4943842064308,311.5056157935692,1520,41.55615793569201,168,5
299.4971185742829,309.2891072422816,1451,48.836192644022304,145,5
301.2038354549666,311.25005996839764,1359,57.31522188307125,160,5
302.61624309549785,312.13248619099573,1329,60.57182321623408,170,5
300.20186256780636,309.81731295207453,1407,53.021038087687224,149,5
297.7092047550558,308.7976875474076,1392,48.24144392540802,136,5
300.9993958900661,309.97947643805725,1636,30.458147396202648,39,5
300.5248243605806,311.4751756394194,1516,41.251756394193755,169,5
300.98325346397115,311.21953762536697,1517,39.7009584323462,22,5
299.70148290573553,309.0634582821992,1639,30.35629548243682,170,5
301.2088457693414,310.9438256073748,1427,54.0864414967527,21,5
301.63103095046944,311.26022682374014,1636,30.896329845602704,182,5
300.8778024380222,310.7332963429667,1412,56.88956704561028,24,5
298.95339394776084,310.024887057666,1501,44.54343798914644,149,5
300.0598116819207,310.53283555167184,1410,51.03106632939348,98,5
301.3260448246188,311.37955733277954,1368,52.70576025283425,44,5
300.07289134786055,311.2218765218117,1554,42.01781721761623,160,5
301.87638306961946,310.8915426819609,1580,33.267340743668086,13,5
302.3084588267749,311.8042294133874,1317,58.8806294256481,163,5
299.14863984866133,308.48428936526426,1633,30.67220580076494,168,5
299.4945565886413,309.27793798377326,1442,50.6223503870186,133,5
300.49675706907186,310.77040584785175,1503,37.74189267267957,183,5
302.426890952894,312.10834452834666,1348,60.49087475488266,168,5
300.6043772445529,311.05070894979036,1476,38.90668941264007,178,5
300.45339210503334,310.7089721487972,1506,37.6334802625833,183,5
302.50271861943446,311.90407792915164,1306,59.66805622164528,170,5
300.3693991002803,310.5277130004004,1421,51.62217040032034,102,5
301.0493050852417,310.70071327731836,1403,52.63522316447555,77,5
298.3017454950228,309.2266662845925,1389,48.297459535117966,105,5
301.5460076586626,312.0432509573328,1471,41.82946745068401,46,5
302.57179502847293,312.04359005694585,1320,60.23846271354697,171,5
300.50683417230243,311.64359798647405,1432,49.007618121733564,35,5
300.78102161091755,310.87846758362366,1412,54.22809430023321,60,5
301.5964794052334,310.50324977978454,1601,32.33033127798906,2,5
302.530010700811,311.96002140162193,1312,59.92508025608222,171,5
299.24751361646196,310.52369168898684,1520,44.86204120222575,150,5
301.0134547315436,310.6630590041453,1396,55.8427385590209,155,5
302.56893343138415,312.0821367230459,1499,35.08310307104747,214,5
301.61423438136984,311.4571171906849,1358,55.91089152030425,132,5
299.5837848818861,309.4756773228291,1570,35.44054456691561,188,5
298.586125666667,309.4130706432751,1384,50.51836138011779,142,5
300.78625481072714,310.52808750263017,1541,35.30229086487881,199,5
301.3943390067095,311.54409100388443,1438,45.60078708016104,177,5
297.4259745646956,308.4296444327334,1407,47.14082532990536,133,5
298.48347832480124,308.5765224104128,1575,37.19391771048907,156,5
300.87417217600324,310.09803972416375,1681,28.009668870401292,121,5
299.25647805998955,309.0497393600119,1450,50.107781259929816,140,5
300.60314349000146,311.2905695299955,1421,50.28886832335985,74,5
302.12391478202744,311.8262509996658,1499,36.27352795807661,206,5
302.39321636559606,311.92078751684994,1503,35.03446393906732,213,5
299.22203474634364,308.42532477618556,1655,29.455930507312747,131,5
300.3918739075338,310.55981986790545,1420,51.647855894324366,101,5
297.58416493276536,308.4777893273634,1411,47.41593901350501,134,5
297.6971545806813,308.78923128468864,1392,48.21015575334785,136,5
301.07017544620095,310.83434903647446,1420,55.619113489357474,19,5
301.26927176954223,311.3700266502024,1393,54.618650139894214,113,5
302.111943943915,311.8559719719575,1494,35.94899788683206,205,5
300.69917944648967,309.895048157928,1682,27.939671778595862,115,5
302.7889645537854,312.3334468306781,1342,56.304666493021344,56,5
298.4125662324553,307.71108785216643,1626,31.074867535089407,165,5
301.67283853230396,312.20548124775297,1396,50.925823927249276,26,5
300.62043480946954,311.75572779295123,1538,42.31578439978661,167,5
298.99232217033097,308.90635892140506,1440,49.8649081223147,138,5
297.5008150568366,308.6081938811302,1400,47.82539670022729,117,5
299.0979850310075,308.74697754651123,1593,33.65927844702747,179,5
301.5109890461277,312.16663737107064,1402,50.38848363314397,28,5
300.55492440910683,309.59426782122586,1661,29.095101521260823,66,5
300.54169685051994,311.559927558752,1430,49.76065197123167,33,5
301.16960636436824,311.002125908237,1543,37.46472362758101,15,5
297.91049441337697,309.2640529082815,1409,46.48033774235679,107,5
300.871075761982,311.10586856313967,1597,36.047928011576644,164,5
302.5261737150638,312.1993637297738,1358,59.12323333260469,171,5
297.9375681428164,308.98417134746063,1402,47.819022053992455,121,5
302.5025192802544,311.9050385605087,1306,59.718894601907685,171,5
302.5711029876959,312.04220597539177,1320,60.23327240771911,171,5
301.99654706170895,311.5331199670599,1489,37.816113712025036,201,5
299.13731716764994,309.1859232369715,1460,49.307700982792255,140,5
301.3109200033999,312.11862080081596,1408,49.72425441128767,30,5
302.7915321589395,312.18800389183093,1509,36.47036255628821,51,5
301.6664134541047,311.12195695191923,1658,29.233478026225878,176,5
298.8258396322234,309.732248110333,1519,43.396435751321405,154,5
301.25204951008226,311.01684455907406,1402,57.05993811239716,15,5
299.87259587945505,308.9993493054015,1678,28.15480824108992,104,5
301.6772046854273,311.66627592188223,1388,53.33255184376451,55,5
300.7314735985859,311.2685264014141,1489,39.18526401414078,178,5
299.46221142332195,309.54133657300343,1561,36.90544348211623,182,5
297.6804582942172,308.7965506471315,1401,47.42988282368013,124,5
300.6404535464195,310.95654718252234,1412,51.909875637824115,91,5
300.0931285348231,311.57507727216563,1434,46.672923106013805,49,5
300.6221484063927,310.9480435757229,1494,38.05537101598163,182,5
298.6368020784677,309.75794048175123,1501,45.94709966971172,143,5
302.35984465015434,312.0582338522008,1503,35.887530640734006,209,5
298.5947621810747,309.4637453753789,1405,48.813694111896915,114,5
298.9664732112427,309.73499396496095,1406,49.376283779178195,110,5
299.98120232030755,310.25133242783767,1348,53.60908924728918,153,5
301.6873845515465,311.94128426983417,1619,34.572482016135844,172,5
301.29178411518797,311.87248419394575,1525,39.834710878653205,183,5
300.95394690120224,309.9400873143752,1638,30.318770497020054,42,5
302.68816384967954,312.29169392959966,1346,61.1692675395188,169,5
302.24822806466784,312.3435747355203,1378,52.83611717469733,19,5
298.78236503345175,309.6006447541405,1405,49.097633564143216,112,5
298.5833682375602,309.41113560530545,1384,50.51120173963004,142,5
301.8724755148671,311.7685418919393,1364,53.50225244539959,32,5
300.95935647863774,310.67810894815267,1537,35.27344058689371,200,5
302.6428919367772,312.1857838735543,1334,60.77168952582868,170,5
300.7669414868709,309.7780159552881,1649,29.74528722640396,53,5
300.705416226734,310.991875659899,1412,52.14894623518528,88,5
299.3637558693916,310.6536095010847,1522,44.7116100513756,151,5
301.3549314714746,310.79564249392575,1655,29.41146773058597,175,5
300.7155795292416,311.08040433309225,1487,38.288948823103986,181,5
300.5255412600503,310.75077322864337,1417,51.80061858291467,97,5
298.50069469766663,308.7567331688551,1430,49.009903822028924,137,5
300.72092035049826,311.0840165140641,1479,39.127365219380565,178,5
300.1568285044676,310.5153182487492,1369,54.59667752037209,153,5
300.2647753846641,310.44176512827414,1520,37.16193846166024,184,5
300.8448873282922,310.0640693008189,1681,27.997954931316865,120,5
299.8724621822398,309.3365226906561,1633,31.249589957058998,137,5
297.60514903976167,308.7415952452315,1401,47.31590124936905,125,5
301.23505138063837,310.92577338925526,1552,36.67938343233972,13,5
298.47768533285017,309.2093448202155,1403,50.605719793496746,88,5
301.5342398212443,311.02477983800264,1348,56.89325948049126,162,5
302.60951184897687,312.0496146176133,1499,38.6053953534137,48,5
299.5890977355488,308.74046051860523,1617,31.545911650830813,105,5
301.74724235575366,312.0684052944692,1477,40.97421998804704,47,5
300.6457402902241,310.92248612889165,1414,51.93798890311331,92,5
298.9994580022456,308.5991870033684,1598,33.298012674900555,177,5
300.51773149055015,310.8001196116126,1501,37.79432872637527,182,5
302.2423290441739,311.8813308823851,1483,40.61614276919241,62,5
302.336256567157,312.14203207089463,1495,38.470909589582575,49,5
302.020844438083,311.99927729357967,1510,37.14035751143249,201,5
302.45936596987696,312.3942478327705,1371,53.537095019991646,17,5
302.59303397019795,312.20156080435913,1364,54.607765628586286,22,5
299.6669081455655,309.4598551126607,1585,34.45623292917843,176,5
299.7544745198667,310.10292877664,1352,53.060820202586704,152,5
301.6917721952911,311.32142595425313,1375,57.99739403210117,161,5
302.55302265008305,312.006045300166,1316,60.09766987562273,171,5
301.60637571446017,311.9271957764279,1518,38.672089750908086,191,5
299.30342180682686,309.00332675663725,1446,50.40437230872323,139,5
299.1457708245937,309.17626191475006,1459,49.36446125084336,140,5
302.290350053363,311.83163671291464,1506,35.0516083244395,212,5
301.52992966256267,311.5394542806657,1385,55.817676447788315,123,5
301.4236476728126,311.8954169865761,1522,39.34738903525781,186,5
298.9330626102557,309.41935701685065,1477,47.936277526002456,142,5
300.3991131220612,310.03250020557266,1464,45.270805430381145,164,5
301.6779949065433,311.5588542323104,1507,38.95772544280997,76,5
302.7034629898445,312.36599749307584,1362,54.73199498615166,19,5
301.33158056195975,310.97514776857196,1396,52.99590849583746,67,5
298.6903603365997,309.696731043886,1497,46.30670511716957,143,5
298.8896323622055,308.7308049730642,1605,34.295495416499094,164,5
299.37948610468607,310.0363817520682,1408,50.00138437465996,105,5
298.82102038173883,309.5474052780128,1486,47.183993991674974,142,5
299.78924063798297,309.38645561721023,1614,32.547846047465576,153,5
297.74753065165453,309.0915030429283,1407,46.465958586910695,111,5
300.62241967967026,311.36619276879134,1426,51.50426508087772,29,5
300.65146869458164,311.9603524866996,1429,47.5348760660112,38,5
301.42640549689105,310.6602410797929,1594,33.79558341140039,23,5
301.05321420005015,311.21059816502884,1604,35.27383964978685,166,5
301.8146290903356,310.8040578779754,1585,33.05120181617454,10,5
297.103730942019,308.4098327621378,1400,46.40915273017814,129,5
301.5559698862299,311.9184295454313,1519,38.858372159585265,190,5
300.54650018992834,311.45349981007166,1513,41.034998100716734,170,5
300.2144343923568,310.6304299044594,1605,36.74031699618356,132,5
298.7150081592227,309.92853853089593,1507,45.55116591159417,145,5
298.57015185082753,307.9552277762413,1618,31.72389011970107,169,5
300.5265028115541,309.6947432614028,1683,27.870601124621643,109,5
298.90573047249296,309.45059374572236,1479,47.75276174388125,142,5
301.7399989295089,312.22159974308215,1394,51.148796445969666,25,5
297.78034438689957,308.8694404985484,1401,47.581061774766965,123,5
299.47363565826805,310.3559499643524,1495,42.84082875475914,158,5
302.0355511550725,312.2925322772174,1385,52.13002983484081,22,5
300.90360018466873,310.70324016620185,1411,57.49549976916404,15,5
300.885007991306,310.722488013041,1412,57.08771976091493,21,5
300.8863685646921,309.87557249410554,1607,32.03238821175952,38,5
298.5092149682747,309.4013190309032,1404,48.684217249280664,115,5
299.25221759695114,309.60433472091466,1547,39.04738051109865,173,5
301.6259746736164,310.53679745428985,1599,32.39091135765733,3,5
300.9019107342366,311.13766640970675,1407,52.27533281941353,83,5
299.5576205953861,308.72142993710537,1667,28.784758809227842,117,5
300.9534186269386,311.14481064396495,1424,50.12952918211969,86,5
301.76870057521484,311.728659483101,1385,53.45731896620207,52,5
301.9244630510759,311.50878661927044,1464,46.176987330213706,35,5
299.5326823283699,310.98166364180344,1428,46.62347197015029,64,5
300.6803090909157,309.8731585454622,1682,27.93212363636629,114,5
300.52410270631634,311.6021535048407,1431,49.38061845643364,34,5
301.2467589147994,311.8646537243129,1595,37.40781220042132,168,5
300.07060928260574,310.1896057123728,1409,55.139426419724096,40,5
302.30894534528875,311.8477526325836,1658,29.359723884012208,180,5
300.70364213621434,311.0586751331143,1478,39.2644390526998,178,5
299.7033725867428,308.84045101339996,1616,31.588764720028546,99,5
301.11493642554296,311.3574682127715,1484,37.887623616999804,186,5
302.5458260794523,312.41499825906857,1368,53.82414258378168,16,5
301.88003143644437,311.8045668884848,1382,53.60913377696965,48,5
299.8901154686828,310.8370851972269,1562,40.82496411140329,161,5
299.37967970548846,309.1168635680497,1448,49.76787433645818,142,5
300.61744896625356,311.2476531012393,1419,50.54159840381324,77,5
302.07755241565695,311.1765325888473,1564,33.971433454799175,21,5
299.682225208884,309.61648571258564,1563,35.70556302220996,188,5
300.8323538065365,310.8014692901952,1412,55.639729679754936,41,5
300.47272990322284,310.9502412419332,1473,39.18037730645781,176,5
298.61895513774556,309.79431345867636,1506,45.50665759499555,144,5
298.3189381585597,309.1116542514214,1403,50.153900912823886,92,5
298.91128650784293,310.14790844994207,1512,45.297158636909174,146,5
299.82413657202005,310.6981822568843,1565,40.39436499634146,161,5
298.81032601966916,309.55962740609243,1487,47.11218898920704,142,5
300.4534655364906,311.5465344635094,1525,41.965344635093835,166,5
300.7314867945105,311.1029396255565,1486,38.32871698627617,181,5
298.2692914103227,309.22623967780305,1403,48.321089702110044,117,5
302.0006463644894,312.10008079556115,1485,39.897252950920155,48,5
302.6051945233672,312.0462062026583,1499,38.65311316278383,48,5
300.8214523693608,311.2107261846804,1481,38.45828705957615,181,5
300.7492309315073,311.98381542356174,1426,47.85944669260439,36,5
298.94010173981945,308.8370562943568,1602,34.62487451250614,164,5
298.5945587403313,309.74286677347857,1508,45.302788044184084,144,5
298.66774120154076,309.83895119088595,1507,45.41209989345195,144,5
298.8722771481813,309.6662562973215,1406,49.23371676481494,111,5
302.3648341417862,311.9824170708931,1496,35.45726694652679,210,5
298.5473652911503,309.24733555707815,1536,41.85766625397196,149,5
298.14760745493544,308.6492718341108,1422,48.39583905206158,135,5
299.0272394670449,309.67182815988656,1532,41.34215743614189,163,5
302.55489085864673,311.9823362879701,1312,59.05503241090071,150,5
302.74415365154147,312.46259687636996,1362,54.48259012311772,13,5
300.4738247336583,309.514596641951,1610,31.877684275121865,59,5
300.2677193869027,310.6261731228799,1375,51.16311639446834,65,5
300.7940077228025,311.440324323397,1491,41.971907326369745,28,5
301.5982925854204,311.231853574031,1522,35.16695123576328,206,5
299.5355188526376,310.9846670204398,1428,46.62372225170332,64,5
301.05040745173494,310.476617330389,1652,29.58548145615147,174,5
300.74503501897993,311.1650222848054,1481,38.67988539242931,180,5
299.69098484316265,309.55854977594663,1437,50.84683982075731,126,5
300.54298831506173,311.45701168493827,1513,41.07011684938255,170,5
300.5971231347395,311.4269044766251,1427,50.95785971037391,31,5
301.6362396815062,311.3626157133556,1391,56.57970039811721,14,5
300.7082006259703,311.0122153599329,1501,40.06056332552957,181,5
300.3204425314122,310.63013510976293,1368,55.02149990612289,154,5
299.0008024183092,308.9648471964405,1600,35.02102630896556,164,5
301.9827971179492,311.38404465682106,1672,28.453118847179674,159,5
299.1996047391706,310.1815666521994,1498,43.73765721726007,154,5
300.986843792989,311.1955753134016,1405,52.39115062680322,80,5
300.80527828341627,310.9273321198009,1416,55.45401092179205,20,5
299.33552291898195,309.7372448732197,1406,53.04725753864105,62,5
301.5216940990217,310.4321348858188,1606,32.0598619036665,6,5
301.09147643596583,310.35011266572036,1679,28.09659057438633,128,5
299.71207125378953,309.3870972384084,1453,48.47700081564879,149,5
299.03053415163464,308.6458012274519,1596,33.41195855599359,178,5
297.37226930668515,308.6941675011961,1403,46.432847291766336,122,5
302.4537228747987,312.1957201419082,1368,54.39144028381641,28,5
297.00958308754554,308.3067249737162,1398,46.42488240274984,132,5
300.8082725276792,310.8375912084812,1412,54.977494511178726,50,5
301.74782483287873,311.3614481884949,1519,35.14202919452021,207,5
298.5989549909148,309.78902740460524,1505,45.62371433677903,144,5
300.3769144873232,311.71337643257795,1543,43.21575080771872,161,5
301.9303741096146,311.8388914383736,1381,53.67778287674721,46,5
300.47812093263633,311.66563720209086,1431,48.080136476575916,54,5
297.63024141144047,308.68784086857875,1401,48.19376401717669,113,5
301.4687585660564,311.2118827094508,1396,56.78905179242946,14,5
301.02003469949193,311.8252234259986,1530,40.83900219752984,177,5
297.2458383949583,308.3748203810743,1404,46.827545034710106,132,5
298.81740800629007,309.55153370709706,1486,47.15973947080477,142,5
301.3243554746914,311.4256969145623,1397,52.851393829124646,68,5
301.1653420953106,312.08368210287455,1413,49.240935756431426,32,5
298.46116270225673,308.3422083736957,1588,35.5648772647415,159,5
301.8054886328681,311.3536408369367,1486,38.70771971328227,196,5
302.57605042910166,312.05210085820335,1321,60.27037821826266,171,5
300.7071061376183,311.0684003616259,1487,38.26776534404575,181,5
301.56919513015566,312.04614939126947,1472,41.73092069683845,46,5
298.4686601938391,308.42093203531107,1584,36.11219415025782,158,5
300.8342858734535,310.79857118981965,1412,55.69286151997238,40,5
297.91481050453234,308.5784205883359,1418,47.99097479049097,135,5
299.0124171664919,308.98929929787766,1599,35.09682782342087,164,5
300.7884468741024,310.96772750215416,1417,55.090452480612626,21,5
299.52920856398885,309.52123743080335,1565,36.22207264731398,185,5
300.74149527188547,311.292465902875,1564,39.69634842683325,106,5
299.5671272748806,309.3816103926865,1440,50.705288314149215,130,5
300.7654336620159,310.90184950697613,1412,53.799425705437635,66,5
300.71163738091605,311.006649931952,1507,41.07450859418396,97,5
298.4844780766485,307.77453947939574,1629,30.931043846703016,162,5
299.950030755101,309.28998154693943,1651,30.039520220424897,123,5
300.1287518312875,309.22491825378245,1685,27.788172282614898,93,5
301.08161275424385,311.1047851200488,1531,38.52064694907355,18,5
298.6231083551302,309.77359045127974,1503,45.85515609873154,143,5
300.2677557267685,311.5986608555581,1546,43.13149402021127,161,5
302.6580163908504,312.2160327817008,1337,60.88512293137793,170,5
300.2577854047898,311.17231755987217,1574,40.1650469783923,146,5
301.9237162495231,311.51388741625334,1515,35.11271395841282,209,5
297.50077646927076,308.4524102297781,1409,47.27091559873173,133,5
299.234763470167,309.8908485719833,1383,49.65745183787056,86,5
300.68557630945406,311.04327107163783,1414,51.745181467021816,88,5
298.8375834256747,309.7023662985412,1438,42.579760772939444,155,5
300.3501997672735,311.847270341819,1437,46.69560586181826,42,5
302.7028597004521,312.4526863281085,1363,54.345494205500984,14,5
299.6286967709605,309.54065375886074,1567,35.571741927401284,188,5
299.0890220866049,310.11119587329404,1499,44.099564080202185,152,5
300.6959469827018,311.3040530172982,1494,39.54053017298186,176,5
300.1373513996888,309.81272341734496,1422,53.059822093129,147,5
298.8814208577757,308.71351759531734,1605,34.24190454548375,164,5
302.67409187099423,312.0216301505751,1518,36.05932154847975,46,5
301.8330724450214,311.7165362225107,1491,36.49124802356956,200,5
301.5476671309691,311.1879781801732,1633,31.085287836470123,183,5
302.6665387492699,312.2330774985398,1339,60.94904061952413,170,5
300.6263731983464,310.9651645890492,1501,40.27945169442333,179,5
298.7711417624244,308.0888151796827,1629,30.887918992900342,167,5
298.8879430530825,309.96556725552244,1504,44.92975233300438,149,5
302.5330840304257,311.9661680608514,1312,59.94813022819262,171,5
302.6995353187736,312.29907063754723,1345,61.196514890802106,170,5
302.5630411623275,312.093572376057,1499,35.13658700878958,214,5
300.7187724927745,310.97184126083823,1412,52.516243551298864,83,5
298.7219795185485,309.8776233299854,1503,45.300794302932346,146,5
301.21723489851195,310.95044860408836,1428,53.99371954276247,22,5
298.6938782504691,309.5360733179099,1405,48.963707622331555,113,5
301.8231151849251,311.4266998269351,1517,35.12948080251249,208,5
299.70013647186613,309.37588577660154,1453,48.53269646462472,149,5
302.4083319190242,312.38199966056584,1372,53.36766197116045,17,5
300.1998699988981,311.48919999768026,1549,42.84651999280883,160,5
299.60843223154905,309.45236727293855,1453,47.95310429637784,148,5
297.8885286682239,308.5704217685899,1417,47.94526724908503,135,5
300.51154316726445,311.6322963985652,1432,49.109332412912934,35,5
300.78267465987454,311.0550379294279,1501,39.86134528483561,182,5
301.8099378247879,311.18352787675394,1674,28.38397512991514,153,5
299.3609117232806,310.23752424088633,1503,43.66456114022453,157,5
298.50417715654015,308.79386014367145,1562,38.70493242742992,154,5
299.06905974439013,309.659282076683,1535,40.915590607220786,165,5
300.570489811368,311.921311226421,1443,45.97541830168592,41,5
299.3267687292988,310.21789201934683,1503,43.755893649125746,156,5
300.06149871858577,310.7300446391,1489,40.916913284628464,168,5
300.10441507657265,310.14916439510375,1427,51.319331516083004,111,5
301.83252531685287,311.7721763523997,1384,53.5443527047994,50,5
299.87176302303436,310.34430588080414,1378,50.58595966069419,73,5
300.36805598552127,309.5109449432046,1684,27.807222394208488,104,5
300.2861525472788,310.6060719630027,1368,54.93246626310987,153,5
300.8095266481587,310.835710027762,1412,55.01198282436386,49,5
300.258885774688,309.93225005872443,1423,51.62524293432354,105,5
300.47602636468895,310.6800376638414,1418,51.74403013107312,98,5
299.0550177219,309.66349468343003,1534,41.05881923662018,164,5
302.534713181626,311.95206977243896,1310,59.29212011589455,158,5
301.89471179997173,311.51839674703143,1369,58.6420257175573,162,5
300.71753298657364,311.28246701342636,1491,39.324670134263656,177,5
300.71153765797277,311.97476903791346,1427,47.73430502446974,37,5
300.6976978958534,310.4513381764063,1544,35.3170503506911,198,5
299.37060649784564,309.5688180506463,1555,37.8398137219747,178,5
302.65633937763766,312.2126787552754,1337,60.87254533228273,170,5
300.77265341271186,311.22734658728814,1484,38.77346587288134,179,5
302.7787959462455,312.1699609238477,1510,36.42578581185918,51,5
301.09525966103456,310.85415236397466,1421,55.34186690435458,19,5
302.4695063014409,312.3966815123458,1370,53.57076092078385,16,5
300.3571959997956,310.6898683388375,1375,51.29353993190545,63,5
299.9663351638437,309.0705432683632,1614,31.687375686441385,85,5
298.9766385882013,308.90158565727864,1440,49.83763232730654,138,5
300.0026516609331,310.76547664864677,1555,40.10173326780651,172,5
299.8126232634889,309.751847453117,1458,46.333188776321464,154,5
302.4964679843045,312.22486453475307,1367,54.449729069506134,26,5
302.66100773555434,312.27263700740656,1346,61.098756927404224,169,5
298.49340357330436,308.68073751969564,1569,37.91846085121743,155,5
300.77721790088174,311.45991244897124,1489,42.17338518941887,28,5
301.20729920145885,311.4036496007294,1485,37.70802933049668,188,5
301.402289755155,310.3286511211343,1613,31.69368858247527,14,5
